,Open
2003-01-01,
2003-01-02,20.30256462097168
2003-01-03,21.0256404876709
2003-01-04,21.0256404876709
2003-01-05,21.0256404876709
2003-01-06,21.64102554321289
2003-01-07,21.564102172851562
2003-01-08,21.794872283935547
2003-01-09,21.86153793334961
2003-01-10,21.707691192626953
2003-01-11,21.707691192626953
2003-01-12,21.707691192626953
2003-01-13,21.799999237060547
2003-01-14,21.410255432128906
2003-01-15,21.205127716064453
2003-01-16,20.384614944458008
2003-01-17,20.410255432128906
2003-01-18,20.410255432128906
2003-01-19,20.410255432128906
2003-01-20,20.410255432128906
2003-01-21,19.958974838256836
2003-01-22,19.923076629638672
2003-01-23,20.153846740722656
2003-01-24,19.456409454345703
2003-01-25,19.456409454345703
2003-01-26,19.456409454345703
2003-01-27,18.38974380493164
2003-01-28,18.179487228393555
2003-01-29,18.71794891357422
2003-01-30,20.0
2003-01-31,20.256410598754883
2003-02-01,20.256410598754883
2003-02-02,20.256410598754883
2003-02-03,20.764102935791016
2003-02-04,20.256410598754883
2003-02-05,20.005128860473633
2003-02-06,19.76923179626465
2003-02-07,20.256410598754883
2003-02-08,20.256410598754883
2003-02-09,20.256410598754883
2003-02-10,20.071794509887695
2003-02-11,20.148717880249023
2003-02-12,20.374359130859375
2003-02-13,20.05128288269043
2003-02-14,20.256410598754883
2003-02-15,20.256410598754883
2003-02-16,20.256410598754883
2003-02-17,20.256410598754883
2003-02-18,20.30256462097168
2003-02-19,20.882051467895508
2003-02-20,20.91282081604004
2003-02-21,21.102563858032227
2003-02-22,21.102563858032227
2003-02-23,21.102563858032227
2003-02-24,21.158973693847656
2003-02-25,19.887178421020508
2003-02-26,20.384614944458008
2003-02-27,19.046154022216797
2003-02-28,19.174358367919922
2003-03-01,19.174358367919922
2003-03-02,19.174358367919922
2003-03-03,19.615385055541992
2003-03-04,18.923076629638672
2003-03-05,18.86153793334961
2003-03-06,18.69743537902832
2003-03-07,18.451282501220703
2003-03-08,18.451282501220703
2003-03-09,18.451282501220703
2003-03-10,18.733333587646484
2003-03-11,18.5025634765625
2003-03-12,17.74871826171875
2003-03-13,17.91282081604004
2003-03-14,19.487178802490234
2003-03-15,19.487178802490234
2003-03-16,19.487178802490234
2003-03-17,19.133333206176758
2003-03-18,20.72820472717285
2003-03-19,20.799999237060547
2003-03-20,20.451282501220703
2003-03-21,21.061538696289062
2003-03-22,21.061538696289062
2003-03-23,21.061538696289062
2003-03-24,22.10769271850586
2003-03-25,21.76923179626465
2003-03-26,22.05128288269043
2003-03-27,22.05128288269043
