,Close
2003-01-01,
2003-01-02,41.29999923706055
2003-01-03,41.13999938964844
2003-01-04,41.13999938964844
2003-01-05,41.13999938964844
2003-01-06,41.880001068115234
2003-01-07,40.470001220703125
2003-01-08,40.150001525878906
2003-01-09,40.75
2003-01-10,40.61000061035156
2003-01-11,40.61000061035156
2003-01-12,40.61000061035156
2003-01-13,40.16999816894531
2003-01-14,39.650001525878906
2003-01-15,39.130001068115234
2003-01-16,39.45000076293945
2003-01-17,39.02000045776367
2003-01-18,39.02000045776367
2003-01-19,39.02000045776367
2003-01-20,39.02000045776367
2003-01-21,37.5
2003-01-22,37.06999969482422
2003-01-23,36.75
2003-01-24,36.0
2003-01-25,36.0
2003-01-26,36.0
2003-01-27,35.369998931884766
2003-01-28,36.4900016784668
2003-01-29,38.29999923706055
2003-01-30,37.5099983215332
2003-01-31,39.0099983215332
2003-02-01,39.0099983215332
2003-02-02,39.0099983215332
2003-02-03,38.810001373291016
2003-02-04,38.84000015258789
2003-02-05,38.709999084472656
2003-02-06,37.66999816894531
2003-02-07,37.68000030517578
2003-02-08,37.68000030517578
2003-02-09,37.68000030517578
2003-02-10,37.959999084472656
2003-02-11,38.099998474121094
2003-02-12,37.70000076293945
2003-02-13,38.04999923706055
2003-02-14,38.54999923706055
2003-02-15,38.54999923706055
2003-02-16,38.54999923706055
2003-02-17,38.54999923706055
2003-02-18,38.880001068115234
2003-02-19,38.459999084472656
2003-02-20,38.47999954223633
2003-02-21,39.970001220703125
2003-02-22,39.970001220703125
2003-02-23,39.970001220703125
2003-02-24,39.79999923706055
2003-02-25,39.599998474121094
2003-02-26,38.790000915527344
2003-02-27,38.369998931884766
2003-02-28,38.11000061035156
2003-03-01,38.11000061035156
2003-03-02,38.11000061035156
2003-03-03,39.279998779296875
2003-03-04,39.34000015258789
2003-03-05,39.27000045776367
2003-03-06,39.099998474121094
2003-03-07,38.86000061035156
2003-03-08,38.86000061035156
2003-03-09,38.86000061035156
2003-03-10,38.099998474121094
2003-03-11,38.25
2003-03-12,37.25
2003-03-13,38.38999938964844
2003-03-14,38.380001068115234
2003-03-15,38.380001068115234
2003-03-16,38.380001068115234
2003-03-17,39.45000076293945
2003-03-18,39.20000076293945
2003-03-19,39.36000061035156
2003-03-20,39.349998474121094
2003-03-21,40.029998779296875
2003-03-22,40.029998779296875
2003-03-23,40.029998779296875
2003-03-24,39.150001525878906
2003-03-25,40.04999923706055
2003-03-26,40.439998626708984
2003-03-27,39.5
2003-03-28,39.349998474121094
2003-03-29,39.349998474121094
2003-03-30,39.349998474121094
2003-03-31,38.59000015258789
2003-04-01,39.630001068115234
2003-04-02,38.400001525878906
2003-04-03,38.36000061035156
2003-04-04,39.150001525878906
2003-04-05,39.150001525878906
2003-04-06,39.150001525878906
2003-04-07,38.650001525878906
2003-04-08,38.45000076293945
2003-04-09,38.599998474121094
2003-04-10,39.0
2003-04-11,38.349998474121094
2003-04-12,38.349998474121094
2003-04-13,38.349998474121094
2003-04-14,39.119998931884766
2003-04-15,38.95000076293945
2003-04-16,38.560001373291016
2003-04-17,38.86000061035156
2003-04-18,38.86000061035156
2003-04-19,38.86000061035156
2003-04-20,38.86000061035156
2003-04-21,38.880001068115234
2003-04-22,39.5
2003-04-23,39.15999984741211
2003-04-24,39.38999938964844
2003-04-25,38.310001373291016
2003-04-26,38.310001373291016
2003-04-27,38.310001373291016
2003-04-28,38.7400016784668
2003-04-29,38.369998931884766
2003-04-30,38.540000915527344
2003-05-01,38.630001068115234
2003-05-02,39.400001525878906
2003-05-03,39.400001525878906
2003-05-04,39.400001525878906
2003-05-05,39.400001525878906
2003-05-06,39.869998931884766
2003-05-07,39.88999938964844
2003-05-08,39.65999984741211
2003-05-09,40.08000183105469
2003-05-10,40.08000183105469
2003-05-11,40.08000183105469
2003-05-12,40.599998474121094
2003-05-13,40.959999084472656
2003-05-14,40.25
2003-05-15,40.7400016784668
2003-05-16,40.900001525878906
2003-05-17,40.900001525878906
2003-05-18,40.900001525878906
2003-05-19,40.099998474121094
2003-05-20,40.939998626708984
2003-05-21,41.38999938964844
2003-05-22,41.36000061035156
2003-05-23,41.11000061035156
2003-05-24,41.11000061035156
2003-05-25,41.11000061035156
2003-05-26,41.11000061035156
2003-05-27,42.25
2003-05-28,42.099998474121094
2003-05-29,41.9900016784668
2003-05-30,41.88999938964844
2003-05-31,41.88999938964844
2003-06-01,41.88999938964844
2003-06-02,42.150001525878906
2003-06-03,42.5
2003-06-04,43.34000015258789
2003-06-05,43.16999816894531
2003-06-06,42.849998474121094
2003-06-07,42.849998474121094
2003-06-08,42.849998474121094
2003-06-09,42.66999816894531
2003-06-10,43.380001068115234
2003-06-11,44.599998474121094
2003-06-12,44.58000183105469
2003-06-13,43.900001525878906
2003-06-14,43.900001525878906
2003-06-15,43.900001525878906
2003-06-16,44.45000076293945
2003-06-17,44.04999923706055
2003-06-18,44.119998931884766
2003-06-19,43.529998779296875
