,Close
2003-01-01,
2003-01-02,19.56999969482422
2003-01-03,20.520000457763672
2003-01-04,20.520000457763672
2003-01-05,20.520000457763672
2003-01-06,20.700000762939453
2003-01-07,21.549999237060547
2003-01-08,21.020000457763672
2003-01-09,21.450000762939453
2003-01-10,21.31999969482422
2003-01-11,21.31999969482422
2003-01-12,21.31999969482422
2003-01-13,22.040000915527344
2003-01-14,22.739999771118164
2003-01-15,22.270000457763672
2003-01-16,21.799999237060547
2003-01-17,21.399999618530273
2003-01-18,21.399999618530273
2003-01-19,21.399999618530273
2003-01-20,21.399999618530273
2003-01-21,21.079999923706055
2003-01-22,21.170000076293945
2003-01-23,21.790000915527344
2003-01-24,22.110000610351562
2003-01-25,22.110000610351562
2003-01-26,22.110000610351562
2003-01-27,21.780000686645508
2003-01-28,21.6200008392334
2003-01-29,22.079999923706055
2003-01-30,21.81999969482422
2003-01-31,21.850000381469727
2003-02-01,21.850000381469727
2003-02-02,21.850000381469727
2003-02-03,22.15999984741211
2003-02-04,22.049999237060547
2003-02-05,22.170000076293945
2003-02-06,22.09000015258789
2003-02-07,21.440000534057617
2003-02-08,21.440000534057617
2003-02-09,21.440000534057617
2003-02-10,21.399999618530273
2003-02-11,20.780000686645508
2003-02-12,21.1299991607666
2003-02-13,20.059999465942383
2003-02-14,20.059999465942383
2003-02-15,20.059999465942383
2003-02-16,20.059999465942383
2003-02-17,20.059999465942383
2003-02-18,21.389999389648438
2003-02-19,21.190000534057617
2003-02-20,21.360000610351562
2003-02-21,21.780000686645508
2003-02-22,21.780000686645508
2003-02-23,21.780000686645508
2003-02-24,21.780000686645508
2003-02-25,21.8799991607666
2003-02-26,21.639999389648438
2003-02-27,21.6200008392334
2003-02-28,22.010000228881836
2003-03-01,22.010000228881836
2003-03-02,22.010000228881836
2003-03-03,21.809999465942383
2003-03-04,22.270000457763672
2003-03-05,22.420000076293945
2003-03-06,22.690000534057617
2003-03-07,22.969999313354492
2003-03-08,22.969999313354492
2003-03-09,22.969999313354492
2003-03-10,22.8799991607666
2003-03-11,22.780000686645508
2003-03-12,23.360000610351562
2003-03-13,24.420000076293945
2003-03-14,24.709999084472656
2003-03-15,24.709999084472656
