,Close
2003-01-06,351.70001220703125
2003-01-13,354.70001220703125
2003-01-20,354.70001220703125
2003-01-27,369.3999938964844
2003-02-03,370.79998779296875
2003-02-10,363.70001220703125
2003-02-17,363.70001220703125
2003-02-24,356.29998779296875
2003-03-03,349.20001220703125
2003-03-10,354.70001220703125
2003-03-17,337.1000061035156
2003-03-24,329.5
2003-03-31,335.8999938964844
2003-04-07,321.5
2003-04-14,324.20001220703125
2003-04-21,333.5
2003-04-28,334.5
2003-05-05,342.29998779296875
2003-05-12,351.6000061035156
2003-05-19,364.20001220703125
2003-05-26,364.20001220703125
2003-06-02,366.0
2003-06-09,361.79998779296875
2003-06-16,359.0
2003-06-23,353.0
2003-06-30,346.0
2003-07-07,348.1000061035156
2003-07-14,347.70001220703125
2003-07-21,350.8999938964844
2003-07-28,364.79998779296875
2003-08-04,349.20001220703125
2003-08-11,361.70001220703125
2003-08-18,358.3999938964844
2003-08-25,361.29998779296875
2003-09-01,361.29998779296875
2003-09-08,375.1000061035156
2003-09-15,374.5
2003-09-22,387.20001220703125
2003-09-29,382.3999938964844
2003-10-06,372.70001220703125
2003-10-13,375.20001220703125
2003-10-20,374.0
2003-10-27,387.8999938964844
2003-11-03,377.0
2003-11-10,386.6000061035156
2003-11-17,391.5
2003-11-24,391.5
2003-12-01,402.70001220703125
2003-12-08,406.6000061035156
2003-12-15,409.20001220703125
2003-12-22,410.6000061035156
2003-12-29,414.79998779296875
2004-01-05,424.3999938964844
2004-01-12,426.29998779296875
2004-01-19,426.29998779296875
2004-01-26,406.6000061035156
2004-02-02,398.70001220703125
2004-02-09,406.79998779296875
2004-02-16,406.79998779296875
2004-02-23,399.0
2004-03-01,399.29998779296875
2004-03-08,400.6000061035156
2004-03-15,399.3999938964844
2004-03-22,417.3999938964844
2004-03-29,417.1000061035156
2004-04-05,415.3999938964844
2004-04-12,420.1000061035156
2004-04-19,400.6000061035156
2004-04-26,396.0
2004-05-03,387.0
2004-05-10,378.29998779296875
2004-05-17,379.5
2004-05-24,385.6000061035156
2004-05-31,385.6000061035156
2004-06-07,393.79998779296875
2004-06-14,383.6000061035156
2004-06-21,394.0
2004-06-28,401.0
2004-07-05,401.0
2004-07-12,408.1000061035156
2004-07-19,405.6000061035156
2004-07-26,390.29998779296875
2004-08-02,391.70001220703125
2004-08-09,400.70001220703125
2004-08-16,402.8999938964844
2004-08-23,410.5
