,Close
2003-01-06,4.940000057220459
2003-01-13,5.275000095367432
2003-01-20,5.275000095367432
2003-01-27,4.5
2003-02-03,4.130000114440918
2003-02-10,3.859999895095825
2003-02-17,3.859999895095825
2003-02-24,5.175000190734863
2003-03-03,5.389999866485596
2003-03-10,5.300000190734863
2003-03-17,6.074999809265137
2003-03-24,5.885000228881836
2003-03-31,6.0
2003-04-07,6.474999904632568
2003-04-14,6.375
2003-04-21,6.300000190734863
2003-04-28,6.139999866485596
2003-05-05,5.985000133514404
2003-05-12,6.855000019073486
2003-05-19,6.215000152587891
2003-05-26,6.215000152587891
2003-06-02,6.320000171661377
2003-06-09,6.375
2003-06-16,6.59499979019165
2003-06-23,6.550000190734863
2003-06-30,6.460000038146973
2003-07-07,6.885000228881836
2003-07-14,7.199999809265137
2003-07-21,6.599999904632568
2003-07-28,7.050000190734863
2003-08-04,6.875
2003-08-11,6.329999923706055
2003-08-18,6.5
2003-08-25,8.25
2003-09-01,8.25
2003-09-08,8.920000076293945
2003-09-15,8.600000381469727
2003-09-22,8.390000343322754
2003-09-29,8.149999618530273
2003-10-06,8.625
2003-10-13,9.21500015258789
2003-10-20,9.024999618530273
2003-10-27,8.34000015258789
2003-11-03,7.809999942779541
2003-11-10,8.324999809265137
2003-11-17,8.0
2003-11-24,8.234999656677246
2003-12-01,7.994999885559082
2003-12-08,7.335000038146973
2003-12-15,7.204999923706055
2003-12-22,7.519999980926514
2003-12-29,7.699999809265137
2004-01-05,8.029999732971191
2004-01-12,8.979999542236328
2004-01-19,8.979999542236328
2004-01-26,8.569999694824219
2004-02-02,8.175000190734863
2004-02-09,8.399999618530273
2004-02-16,8.399999618530273
2004-02-23,8.904999732971191
2004-03-01,9.279999732971191
2004-03-08,8.899999618530273
2004-03-15,8.789999961853027
2004-03-22,8.255000114440918
2004-03-29,9.0649995803833
2004-04-05,9.229999542236328
2004-04-12,9.225000381469727
2004-04-19,9.135000228881836
2004-04-26,9.079999923706055
2004-05-03,8.885000228881836
2004-05-10,8.600000381469727
2004-05-17,8.265000343322754
2004-05-24,7.695000171661377
2004-05-31,7.695000171661377
2004-06-07,7.974999904632568
2004-06-14,7.704999923706055
2004-06-21,7.5
2004-06-28,7.505000114440918
2004-07-05,7.505000114440918
2004-07-12,7.5
2004-07-19,7.400000095367432
2004-07-26,7.284999847412109
2004-08-02,7.840000152587891
2004-08-09,7.434999942779541
2004-08-16,7.900000095367432
2004-08-23,8.364999771118164
2004-08-30,8.555000305175781
2004-09-06,8.555000305175781
2004-09-13,8.664999961853027
2004-09-20,9.050000190734863
2004-09-27,8.960000038146973
2004-10-04,9.975000381469727
2004-10-11,9.5600004196167
2004-10-18,9.550000190734863
2004-10-25,9.600000381469727
2004-11-01,9.904999732971191
2004-11-08,11.425000190734863
2004-11-15,11.574999809265137
2004-11-22,9.895000457763672
2004-11-29,10.675000190734863
2004-12-06,10.520000457763672
2004-12-13,10.75
2004-12-20,10.510000228881836
2004-12-27,10.65999984741211
2005-01-03,10.765000343322754
2005-01-10,9.699999809265137
