,Close
2003-01-06,21.620513916015625
2003-01-13,21.38974380493164
2003-01-20,21.38974380493164
2003-01-27,18.292308807373047
2003-02-03,20.625640869140625
2003-02-10,20.143590927124023
2003-02-17,20.143590927124023
2003-02-24,20.96410369873047
2003-03-03,19.487178802490234
2003-03-10,18.630769729614258
2003-03-17,20.856409072875977
2003-03-24,21.651281356811523
2003-03-31,21.353845596313477
2003-04-07,21.179487228393555
2003-04-14,21.425640106201172
2003-04-21,22.589744567871094
2003-04-28,21.22051239013672
2003-05-05,20.18974494934082
2003-05-12,21.589744567871094
2003-05-19,20.22564125061035
2003-05-26,20.22564125061035
2003-06-02,21.69743537902832
2003-06-09,21.846153259277344
2003-06-16,20.902563095092773
2003-06-23,21.923076629638672
2003-06-30,23.03589630126953
2003-07-07,21.30769157409668
2003-07-14,21.96923065185547
2003-07-21,21.297435760498047
2003-07-28,21.846153259277344
2003-08-04,21.0256404876709
2003-08-11,21.866666793823242
2003-08-18,22.046154022216797
2003-08-25,22.323076248168945
2003-09-01,22.323076248168945
2003-09-08,23.27692222595215
2003-09-15,22.69230842590332
2003-09-22,20.569231033325195
2003-09-29,20.76923179626465
2003-10-06,22.102563858032227
2003-10-13,24.923076629638672
2003-10-20,25.297435760498047
2003-10-27,25.743589401245117
2003-11-03,26.18974494934082
2003-11-10,25.03076934814453
2003-11-17,23.589744567871094
2003-11-24,24.64102554321289
2003-12-01,24.5230770111084
2003-12-08,24.0
2003-12-15,23.72820472717285
2003-12-22,26.348718643188477
2003-12-29,26.27179527282715
2004-01-05,25.44615364074707
2004-01-12,26.394872665405273
2004-01-19,26.394872665405273
2004-01-26,27.30256462097168
2004-02-02,16.923076629638672
2004-02-09,19.96923065185547
2004-02-16,19.96923065185547
2004-02-23,17.917949676513672
2004-03-01,18.338462829589844
2004-03-08,17.579486846923828
2004-03-15,16.61025619506836
2004-03-22,15.994872093200684
2004-03-29,17.425640106201172
2004-04-05,18.097436904907227
2004-04-12,19.082050323486328
2004-04-19,18.820512771606445
2004-04-26,17.74871826171875
2004-05-03,16.794872283935547
2004-05-10,15.866666793823242
2004-05-17,15.512821197509766
2004-05-24,16.041025161743164
2004-05-31,16.041025161743164
2004-06-07,16.512821197509766
2004-06-14,15.989744186401367
2004-06-21,16.394872665405273
2004-06-28,16.830768585205078
2004-07-05,16.830768585205078
2004-07-12,17.620513916015625
2004-07-19,18.123077392578125
2004-07-26,16.794872283935547
2004-08-02,15.661538124084473
2004-08-09,15.117948532104492
2004-08-16,16.046154022216797
2004-08-23,15.476922988891602
2004-08-30,15.723076820373535
2004-09-06,15.723076820373535
2004-09-13,15.851282119750977
2004-09-20,15.374359130859375
2004-09-27,15.410256385803223
2004-10-04,15.128205299377441
2004-10-11,13.415385246276855
2004-10-18,13.835897445678711
2004-10-25,13.794872283935547
2004-11-01,14.753846168518066
2004-11-08,19.923076629638672
2004-11-15,19.22051239013672
2004-11-22,19.241025924682617
2004-11-29,19.9794864654541
2004-12-06,21.569231033325195
2004-12-13,20.866666793823242
2004-12-20,20.517948150634766
2004-12-27,20.830768585205078
2005-01-03,21.22564125061035
2005-01-10,21.615385055541992
2005-01-17,21.615385055541992
2005-01-24,21.0256404876709
2005-01-31,24.015384674072266
2005-02-07,25.235897064208984
2005-02-14,24.958974838256836
2005-02-21,24.958974838256836
2005-02-28,22.41538429260254
2005-03-07,22.4769229888916
2005-03-14,22.046154022216797
2005-03-21,21.594871520996094
2005-03-28,22.292308807373047
2005-04-04,22.461538314819336
2005-04-11,23.046154022216797
2005-04-18,21.16410255432129
2005-04-25,21.420513153076172
2005-05-02,20.30256462097168
2005-05-09,21.574359893798828
2005-05-16,21.820512771606445
2005-05-23,22.83589744567871
2005-05-30,22.83589744567871
2005-06-06,24.297435760498047
2005-06-13,23.292308807373047
2005-06-20,22.938461303710938
2005-06-27,23.082050323486328
2005-07-04,23.082050323486328
2005-07-11,24.21538543701172
2005-07-18,24.743589401245117
2005-07-25,24.102563858032227
2005-08-01,24.615385055541992
2005-08-08,24.600000381469727
2005-08-15,24.133333206176758
2005-08-22,24.841026306152344
2005-08-29,23.671794891357422
2005-09-05,23.671794891357422
2005-09-12,24.507692337036133
2005-09-19,23.86153793334961
2005-09-26,23.28205108642578
2005-10-03,23.292308807373047
2005-10-10,23.4974365234375
2005-10-17,23.69230842590332
2005-10-24,24.46666717529297
2005-10-31,25.420513153076172
2005-11-07,24.03076934814453
2005-11-14,26.23076820373535
2005-11-21,26.81025505065918
2005-11-28,26.205127716064453
2005-12-05,26.666667938232422
2005-12-12,26.133333206176758
2005-12-19,28.64102554321289
2005-12-26,28.64102554321289
2006-01-02,28.64102554321289
