,Open
2003-01-06,5.150000095367432
2003-01-13,5.300000190734863
2003-01-20,5.300000190734863
2003-01-27,4.659999847412109
2003-02-03,4.300000190734863
2003-02-10,3.9100000858306885
2003-02-17,3.9100000858306885
2003-02-24,5.235000133514404
2003-03-03,5.275000095367432
2003-03-10,5.460000038146973
2003-03-17,6.0
2003-03-24,6.0
2003-03-31,6.0
2003-04-07,6.474999904632568
2003-04-14,6.309999942779541
2003-04-21,6.199999809265137
2003-04-28,6.090000152587891
2003-05-05,5.650000095367432
2003-05-12,6.599999904632568
2003-05-19,6.449999809265137
2003-05-26,6.449999809265137
2003-06-02,6.275000095367432
2003-06-09,6.449999809265137
2003-06-16,6.380000114440918
2003-06-23,6.800000190734863
2003-06-30,6.275000095367432
2003-07-07,6.699999809265137
2003-07-14,7.150000095367432
2003-07-21,6.775000095367432
2003-07-28,6.724999904632568
2003-08-04,6.75
2003-08-11,6.364999771118164
2003-08-18,6.599999904632568
2003-08-25,8.199999809265137
2003-09-01,8.199999809265137
2003-09-08,9.0
2003-09-15,8.404999732971191
2003-09-22,8.524999618530273
2003-09-29,8.125
2003-10-06,8.390000343322754
2003-10-13,8.699999809265137
2003-10-20,9.100000381469727
2003-10-27,8.079999923706055
2003-11-03,8.029999732971191
2003-11-10,8.404999732971191
2003-11-17,8.085000038146973
2003-11-24,8.175000190734863
2003-12-01,8.175000190734863
2003-12-08,7.300000190734863
2003-12-15,7.695000171661377
2003-12-22,7.599999904632568
2003-12-29,7.579999923706055
2004-01-05,7.619999885559082
2004-01-12,8.989999771118164
2004-01-19,8.989999771118164
2004-01-26,8.524999618530273
2004-02-02,8.505000114440918
2004-02-09,8.675000190734863
2004-02-16,8.675000190734863
2004-02-23,9.0
2004-03-01,9.324999809265137
2004-03-08,9.024999618530273
2004-03-15,8.899999618530273
2004-03-22,8.555000305175781
2004-03-29,9.0
2004-04-05,9.180000305175781
2004-04-12,9.199999809265137
2004-04-19,9.109999656677246
2004-04-26,9.149999618530273
2004-05-03,8.78499984741211
2004-05-10,8.75
2004-05-17,8.494999885559082
2004-05-24,7.75
2004-05-31,7.75
2004-06-07,7.900000095367432
2004-06-14,7.875
2004-06-21,7.519999980926514
2004-06-28,7.550000190734863
2004-07-05,7.550000190734863
2004-07-12,7.349999904632568
2004-07-19,7.505000114440918
2004-07-26,7.324999809265137
2004-08-02,7.659999847412109
2004-08-09,7.5
2004-08-16,7.449999809265137
2004-08-23,8.524999618530273
2004-08-30,8.470000267028809
2004-09-06,8.470000267028809
2004-09-13,8.619999885559082
2004-09-20,9.149999618530273
2004-09-27,9.100000381469727
2004-10-04,9.5
2004-10-11,9.404999732971191
2004-10-18,9.524999618530273
2004-10-25,9.585000038146973
2004-11-01,9.800000190734863
2004-11-08,11.399999618530273
2004-11-15,11.449999809265137
2004-11-22,10.25
2004-11-29,11.0
2004-12-06,10.524999618530273
2004-12-13,10.875
2004-12-20,10.595000267028809
2004-12-27,10.854999542236328
2005-01-03,11.475000381469727
2005-01-10,9.704999923706055
2005-01-17,9.704999923706055
2005-01-24,9.545000076293945
2005-01-31,9.449999809265137
2005-02-07,9.805000305175781
2005-02-14,9.595000267028809
2005-02-21,9.595000267028809
2005-02-28,9.600000381469727
2005-03-07,10.375
2005-03-14,9.984999656677246
2005-03-21,10.510000228881836
2005-03-28,11.529999732971191
2005-04-04,10.925000190734863
2005-04-11,10.925000190734863
2005-04-18,10.699999809265137
2005-04-25,11.829999923706055
2005-05-02,12.350000381469727
2005-05-09,12.875
2005-05-16,12.824999809265137
2005-05-23,14.100000381469727
2005-05-30,14.100000381469727
2005-06-06,15.600000381469727
2005-06-13,16.415000915527344
2005-06-20,16.53499984741211
2005-06-27,16.100000381469727
2005-07-04,16.100000381469727
2005-07-11,17.825000762939453
2005-07-18,17.59000015258789
2005-07-25,17.200000762939453
2005-08-01,17.274999618530273
2005-08-08,16.125
2005-08-15,15.899999618530273
2005-08-22,16.989999771118164
2005-08-29,16.799999237060547
2005-09-05,16.799999237060547
2005-09-12,18.100000381469727
2005-09-19,18.110000610351562
2005-09-26,17.0
2005-10-03,15.880000114440918
2005-10-10,15.524999618530273
2005-10-17,15.475000381469727
2005-10-24,17.25
2005-10-31,17.325000762939453
2005-11-07,18.40999984741211
2005-11-14,17.940000534057617
2005-11-21,18.405000686645508
2005-11-28,18.399999618530273
2005-12-05,17.625
2005-12-12,17.149999618530273
2005-12-19,15.78499984741211
2005-12-26,15.78499984741211
2006-01-02,15.78499984741211
2006-01-09,18.7549991607666
2006-01-16,18.7549991607666
2006-01-23,19.0
2006-01-30,19.549999237060547
2006-02-06,21.28499984741211
2006-02-13,20.239999771118164
2006-02-20,20.239999771118164
2006-02-27,20.0
2006-03-06,20.1200008392334
2006-03-13,19.399999618530273
2006-03-20,20.475000381469727
2006-03-27,23.299999237060547
2006-04-03,23.56999969482422
2006-04-10,24.4950008392334
2006-04-17,23.399999618530273
2006-04-24,23.424999237060547
2006-05-01,23.649999618530273
2006-05-08,24.0
2006-05-15,21.625
2006-05-22,22.1299991607666
2006-05-29,22.1299991607666
2006-06-05,21.614999771118164
2006-06-12,20.709999084472656
2006-06-19,19.71500015258789
2006-06-26,18.8700008392334
2006-07-03,20.235000610351562
2006-07-10,19.075000762939453
2006-07-17,19.450000762939453
2006-07-24,19.0
2006-07-31,21.110000610351562
2006-08-07,22.100000381469727
2006-08-14,23.424999237060547
2006-08-21,21.985000610351562
2006-08-28,20.924999237060547
2006-09-04,20.924999237060547
2006-09-11,22.385000228881836
2006-09-18,23.774999618530273
2006-09-25,23.75
2006-10-02,23.350000381469727
2006-10-09,23.75
2006-10-16,26.024999618530273
2006-10-23,25.5
2006-10-30,25.700000762939453
2006-11-06,26.875
2006-11-13,26.204999923706055
2006-11-20,26.635000228881836
2006-11-27,28.325000762939453
2006-12-04,27.700000762939453
2006-12-11,28.889999389648438
2006-12-18,28.424999237060547
2006-12-25,28.424999237060547
2007-01-01,28.424999237060547
2007-01-08,27.75
2007-01-15,27.75
2007-01-22,27.959999084472656
2007-01-29,26.125
2007-02-05,26.950000762939453
2007-02-12,26.950000762939453
2007-02-19,26.950000762939453
2007-02-26,27.010000228881836
2007-03-05,25.450000762939453
2007-03-12,26.934999465942383
2007-03-19,26.829999923706055
2007-03-26,27.530000686645508
2007-04-02,32.650001525878906
2007-04-09,33.400001525878906
2007-04-16,33.90999984741211
2007-04-23,34.099998474121094
2007-04-30,33.79999923706055
2007-05-07,33.349998474121094
2007-05-14,32.88999938964844
2007-05-21,35.79999923706055
2007-05-28,35.79999923706055
2007-06-04,38.060001373291016
2007-06-11,37.099998474121094
2007-06-18,40.5
2007-06-25,40.060001373291016
2007-07-02,39.15999984741211
2007-07-09,41.84000015258789
2007-07-16,41.79999923706055
2007-07-23,42.20000076293945
2007-07-30,40.439998626708984
2007-08-06,40.0
2007-08-13,40.84000015258789
2007-08-20,40.75
2007-08-27,49.54999923706055
2007-09-03,49.54999923706055
2007-09-10,48.459999084472656
2007-09-17,51.41999816894531
2007-09-24,56.83000183105469
2007-10-01,56.72999954223633
2007-10-08,56.849998474121094
2007-10-15,58.099998474121094
2007-10-22,55.900001525878906
2007-10-29,58.84000015258789
2007-11-05,56.5
2007-11-12,51.18000030517578
2007-11-19,55.650001525878906
2007-11-26,51.0
2007-12-03,58.0
2007-12-10,60.900001525878906
2007-12-17,58.0
2007-12-24,62.709999084472656
2007-12-31,61.91999816894531
2008-01-07,56.54999923706055
2008-01-14,52.34000015258789
2008-01-21,52.34000015258789
2008-01-28,49.56999969482422
2008-02-04,54.189998626708984
2008-02-11,49.36000061035156
2008-02-18,49.36000061035156
2008-02-25,46.349998474121094
2008-03-03,42.29999923706055
2008-03-10,42.630001068115234
2008-03-17,46.11000061035156
2008-03-24,50.4900016784668
2008-03-31,51.4900016784668
2008-04-07,57.08000183105469
2008-04-14,54.40999984741211
2008-04-21,54.29999923706055
2008-04-28,56.20000076293945
2008-05-05,54.18000030517578
2008-05-12,51.720001220703125
2008-05-19,53.63999938964844
2008-05-26,53.63999938964844
2008-06-02,49.41999816894531
2008-06-09,45.5
2008-06-16,45.59000015258789
2008-06-23,45.439998626708984
2008-06-30,42.5099983215332
2008-07-07,39.02000045776367
2008-07-14,40.04999923706055
2008-07-21,45.279998779296875
2008-07-28,41.459999084472656
2008-08-04,39.75
2008-08-11,43.720001220703125
2008-08-18,43.47999954223633
2008-08-25,43.66999816894531
2008-09-01,43.66999816894531
2008-09-08,44.27000045776367
2008-09-15,39.310001373291016
2008-09-22,37.93000030517578
2008-09-29,36.380001068115234
2008-10-06,33.900001525878906
2008-10-13,31.610000610351562
2008-10-20,32.220001220703125
2008-10-27,25.290000915527344
2008-11-03,27.780000686645508
2008-11-10,25.729999542236328
2008-11-17,23.260000228881836
2008-11-24,18.329999923706055
2008-12-01,21.649999618530273
2008-12-08,22.3799991607666
2008-12-15,24.190000534057617
2008-12-22,24.850000381469727
2008-12-29,23.190000534057617
2009-01-05,23.239999771118164
2009-01-12,25.989999771118164
2009-01-19,25.989999771118164
2009-01-26,25.979999542236328
2009-02-02,24.510000228881836
2009-02-09,27.610000610351562
