,Open
2003-01-06,21.64102554321289
2003-01-13,21.799999237060547
2003-01-20,21.799999237060547
2003-01-27,18.38974380493164
2003-02-03,20.764102935791016
2003-02-10,20.071794509887695
2003-02-17,20.071794509887695
2003-02-24,21.158973693847656
2003-03-03,19.615385055541992
2003-03-10,18.733333587646484
2003-03-17,19.133333206176758
2003-03-24,22.10769271850586
2003-03-31,21.148717880249023
2003-04-07,21.27179527282715
2003-04-14,21.19487190246582
2003-04-21,22.600000381469727
2003-04-28,20.81025505065918
2003-05-05,20.789743423461914
2003-05-12,21.19487190246582
2003-05-19,20.69743537902832
2003-05-26,20.69743537902832
2003-06-02,21.789743423461914
2003-06-09,22.312820434570312
2003-06-16,20.435897827148438
2003-06-23,21.52820587158203
2003-06-30,22.420513153076172
2003-07-07,21.487178802490234
2003-07-14,21.589744567871094
2003-07-21,21.205127716064453
2003-07-28,21.825641632080078
2003-08-04,21.364103317260742
2003-08-11,21.538461685180664
2003-08-18,21.789743423461914
2003-08-25,22.461538314819336
2003-09-01,22.461538314819336
2003-09-08,23.743589401245117
2003-09-15,22.615385055541992
2003-09-22,21.169231414794922
2003-09-29,20.512821197509766
2003-10-06,22.0
2003-10-13,24.897436141967773
2003-10-20,24.743589401245117
2003-10-27,25.102563858032227
2003-11-03,26.410255432128906
2003-11-10,25.297435760498047
2003-11-17,24.010255813598633
2003-11-24,24.102563858032227
2003-12-01,24.287179946899414
2003-12-08,23.917949676513672
2003-12-15,24.420513153076172
2003-12-22,25.635896682739258
2003-12-29,26.169231414794922
2004-01-05,26.348718643188477
2004-01-12,26.492307662963867
2004-01-19,26.492307662963867
2004-01-26,27.569231033325195
2004-02-02,18.205127716064453
2004-02-09,20.30769157409668
2004-02-16,20.30769157409668
2004-02-23,18.492307662963867
2004-03-01,17.897436141967773
2004-03-08,17.733333587646484
2004-03-15,17.03076934814453
2004-03-22,16.041025161743164
2004-03-29,17.564102172851562
2004-04-05,17.733333587646484
2004-04-12,19.23076820373535
2004-04-19,18.394872665405273
2004-04-26,17.923076629638672
2004-05-03,17.015384674072266
2004-05-10,15.435896873474121
2004-05-17,15.78974437713623
2004-05-24,16.102563858032227
2004-05-31,16.102563858032227
2004-06-07,16.651281356811523
2004-06-14,16.0
2004-06-21,16.625640869140625
2004-06-28,16.758974075317383
2004-07-05,16.758974075317383
2004-07-12,17.646154403686523
2004-07-19,17.94871711730957
2004-07-26,17.05128288269043
2004-08-02,16.005128860473633
2004-08-09,15.276923179626465
2004-08-16,15.871794700622559
2004-08-23,15.666666984558105
2004-08-30,15.769230842590332
2004-09-06,15.769230842590332
2004-09-13,15.892308235168457
2004-09-20,15.502564430236816
2004-09-27,15.353845596313477
2004-10-04,15.384614944458008
2004-10-11,13.45641040802002
2004-10-18,13.964102745056152
2004-10-25,13.774358749389648
2004-11-01,14.753846168518066
2004-11-08,19.548717498779297
2004-11-15,19.27179527282715
2004-11-22,19.456409454345703
2004-11-29,19.897436141967773
2004-12-06,21.661537170410156
2004-12-13,20.702564239501953
2004-12-20,20.897436141967773
2004-12-27,20.830768585205078
2005-01-03,21.03076934814453
2005-01-10,21.902563095092773
2005-01-17,21.902563095092773
2005-01-24,21.5230770111084
2005-01-31,23.55897331237793
2005-02-07,25.128204345703125
2005-02-14,25.0
2005-02-21,25.0
2005-02-28,23.394872665405273
2005-03-07,22.69230842590332
2005-03-14,22.153846740722656
2005-03-21,21.615385055541992
2005-03-28,22.27692222595215
2005-04-04,22.0
2005-04-11,23.0205135345459
2005-04-18,21.64102554321289
2005-04-25,21.312820434570312
2005-05-02,20.564102172851562
2005-05-09,21.102563858032227
2005-05-16,21.569231033325195
2005-05-23,22.687179565429688
2005-05-30,22.687179565429688
2005-06-06,24.0205135345459
2005-06-13,23.333332061767578
2005-06-20,23.066667556762695
2005-06-27,23.548717498779297
2005-07-04,23.548717498779297
2005-07-11,23.30769157409668
2005-07-18,25.0
2005-07-25,24.71794891357422
2005-08-01,24.46666717529297
2005-08-08,24.52820587158203
2005-08-15,24.333332061767578
2005-08-22,25.0256404876709
2005-08-29,23.866666793823242
2005-09-05,23.866666793823242
2005-09-12,24.41538429260254
2005-09-19,24.097436904907227
2005-09-26,23.158973693847656
2005-10-03,23.133333206176758
2005-10-10,23.61025619506836
2005-10-17,23.58461570739746
2005-10-24,24.153846740722656
2005-10-31,24.871795654296875
2005-11-07,24.102563858032227
2005-11-14,25.928205490112305
2005-11-21,26.28205108642578
2005-11-28,26.21538543701172
2005-12-05,26.682050704956055
2005-12-12,26.205127716064453
2005-12-19,28.876922607421875
2005-12-26,28.876922607421875
2006-01-02,28.876922607421875
2006-01-09,28.923076629638672
2006-01-16,28.923076629638672
2006-01-23,27.75384521484375
2006-01-30,28.702564239501953
2006-02-06,26.923076629638672
2006-02-13,27.30769157409668
2006-02-20,27.30769157409668
2006-02-27,26.958974838256836
2006-03-06,27.815385818481445
2006-03-13,27.77948760986328
2006-03-20,28.22564125061035
2006-03-27,28.64102554321289
2006-04-03,27.917949676513672
2006-04-10,27.743589401245117
2006-04-17,26.820512771606445
2006-04-24,24.517948150634766
2006-05-01,24.292308807373047
2006-05-08,25.9743595123291
2006-05-15,24.897436141967773
2006-05-22,24.871795654296875
2006-05-29,24.871795654296875
2006-06-05,25.666667938232422
2006-06-12,26.933332443237305
2006-06-19,26.666667938232422
2006-06-26,26.564102172851562
2006-07-03,27.0205135345459
2006-07-10,29.24615478515625
2006-07-17,26.64102554321289
2006-07-24,28.538461685180664
2006-07-31,29.430768966674805
2006-08-07,28.76923179626465
2006-08-14,27.456409454345703
2006-08-21,27.082050323486328
2006-08-28,26.410255432128906
2006-09-04,26.410255432128906
2006-09-11,29.461538314819336
2006-09-18,29.789743423461914
2006-09-25,31.794872283935547
2006-10-02,32.24615478515625
2006-10-09,33.20000076293945
2006-10-16,31.794872283935547
2006-10-23,33.38461685180664
2006-10-30,33.78974533081055
2006-11-06,35.71282196044922
2006-11-13,37.0410270690918
2006-11-20,38.78461456298828
2006-11-27,38.97435760498047
2006-12-04,39.410255432128906
2006-12-11,39.32820510864258
2006-12-18,40.0
2006-12-25,40.0
2007-01-01,40.0
2007-01-08,44.61538314819336
2007-01-15,44.61538314819336
2007-01-22,44.75897216796875
2007-01-29,43.78974533081055
2007-02-05,48.620513916015625
2007-02-12,49.06153869628906
2007-02-19,49.06153869628906
2007-02-26,49.06153869628906
2007-03-05,43.64102554321289
2007-03-12,45.5487174987793
2007-03-19,45.517948150634766
2007-03-26,47.620513916015625
2007-04-02,46.92307662963867
2007-04-09,47.42564010620117
2007-04-16,48.5435905456543
2007-04-23,49.589744567871094
2007-04-30,48.5435905456543
2007-05-07,42.66666793823242
2007-05-14,43.38461685180664
2007-05-21,42.348716735839844
2007-05-28,42.348716735839844
2007-06-04,41.96923065185547
2007-06-11,39.599998474121094
2007-06-18,40.0
2007-06-25,38.58461380004883
2007-07-02,39.22051239013672
2007-07-09,41.02564239501953
2007-07-16,41.39487075805664
2007-07-23,39.79487228393555
2007-07-30,37.128204345703125
2007-08-06,42.410255432128906
2007-08-13,41.5384635925293
2007-08-20,38.97435760498047
2007-08-27,39.72307586669922
2007-09-03,39.72307586669922
2007-09-10,42.31794738769531
2007-09-17,40.83076858520508
2007-09-24,40.984615325927734
2007-10-01,42.08205032348633
2007-10-08,45.876922607421875
2007-10-15,48.17435836791992
2007-10-22,46.08205032348633
2007-10-29,48.656410217285156
2007-11-05,47.487178802490234
2007-11-12,44.0512809753418
2007-11-19,43.589744567871094
2007-11-26,41.9589729309082
2007-12-03,40.86153793334961
2007-12-10,40.92307662963867
2007-12-17,39.10769271850586
2007-12-24,39.57948684692383
2007-12-31,40.400001525878906
2008-01-07,35.38461685180664
2008-01-14,34.25640869140625
2008-01-21,34.25640869140625
2008-01-28,32.94358825683594
2008-02-04,29.600000381469727
2008-02-11,31.96923065185547
2008-02-18,31.96923065185547
2008-02-25,31.03589630126953
2008-03-03,29.323076248168945
2008-03-10,30.44102668762207
2008-03-17,26.76923179626465
2008-03-24,28.574359893798828
2008-03-31,27.41538429260254
2008-04-07,29.80512809753418
2008-04-14,26.933332443237305
2008-04-21,26.902563095092773
2008-04-28,26.923076629638672
2008-05-05,30.184614181518555
2008-05-12,28.266666412353516
2008-05-19,28.369230270385742
2008-05-26,28.369230270385742
2008-06-02,26.041025161743164
2008-06-09,28.923076629638672
2008-06-16,30.81025505065918
2008-06-23,30.574359893798828
2008-06-30,27.702564239501953
2008-07-07,26.133333206176758
2008-07-14,27.600000381469727
2008-07-21,33.230770111083984
2008-07-28,29.75384521484375
2008-08-04,23.69230842590332
2008-08-11,28.512821197509766
2008-08-18,26.81025505065918
2008-08-25,24.625640869140625
2008-09-01,24.625640869140625
2008-09-08,24.03076934814453
2008-09-15,24.256410598754883
2008-09-22,26.666667938232422
2008-09-29,24.871795654296875
2008-10-06,18.758974075317383
2008-10-13,18.615385055541992
2008-10-20,20.174358367919922
2008-10-27,19.846153259277344
2008-11-03,24.297435760498047
2008-11-10,26.9743595123291
2008-11-17,23.94871711730957
2008-11-24,25.579486846923828
2008-12-01,25.169231414794922
2008-12-08,30.35897445678711
2008-12-15,28.984615325927734
2008-12-22,31.08717918395996
2008-12-29,31.0256404876709
2009-01-05,30.77948760986328
2009-01-12,29.764102935791016
2009-01-19,29.764102935791016
2009-01-26,27.61025619506836
2009-02-02,25.907691955566406
2009-02-09,29.18974494934082
2009-02-16,29.18974494934082
2009-02-23,26.266666412353516
2009-03-02,24.399999618530273
2009-03-09,22.994871139526367
2009-03-16,24.184614181518555
2009-03-23,24.902563095092773
2009-03-30,23.394872665405273
2009-04-06,26.16410255432129
2009-04-13,26.38974380493164
2009-04-20,28.061538696289062
2009-04-27,28.656410217285156
2009-05-04,29.517948150634766
2009-05-11,28.81025505065918
2009-05-18,29.0256404876709
2009-05-25,29.0256404876709
2009-06-01,30.38974380493164
2009-06-08,31.261537551879883
2009-06-15,29.30256462097168
2009-06-22,27.80512809753418
2009-06-29,28.676923751831055
2009-07-06,28.041025161743164
2009-07-13,29.22051239013672
2009-07-20,29.661537170410156
2009-07-27,28.410255432128906
2009-08-03,29.333332061767578
2009-08-10,29.128204345703125
2009-08-17,27.312820434570312
2009-08-24,29.30256462097168
2009-08-31,27.75384521484375
2009-09-07,27.75384521484375
2009-09-14,30.53333282470703
2009-09-21,29.733333587646484
2009-09-28,29.80512809753418
2009-10-05,29.928205490112305
2009-10-12,30.35897445678711
2009-10-19,30.461538314819336
2009-10-26,29.374359130859375
2009-11-02,26.81025505065918
2009-11-09,27.579486846923828
2009-11-16,28.47179412841797
2009-11-23,27.066667556762695
2009-11-30,26.615385055541992
2009-12-07,27.03589630126953
2009-12-14,26.22564125061035
2009-12-21,27.80512809753418
2009-12-28,28.74871826171875
2010-01-04,28.830768585205078
2010-01-11,28.30769157409668
2010-01-18,28.30769157409668
2010-01-25,27.353845596313477
2010-02-01,28.102563858032227
2010-02-08,27.097436904907227
2010-02-15,27.097436904907227
2010-02-22,27.958974838256836
2010-03-01,27.69230842590332
2010-03-08,28.041025161743164
2010-03-15,27.507692337036133
2010-03-22,26.605127334594727
2010-03-29,28.061538696289062
2010-04-05,31.179487228393555
2010-04-12,30.76923179626465
2010-04-19,28.44102668762207
2010-04-26,29.938461303710938
2010-05-03,28.77948760986328
2010-05-10,26.010255813598633
2010-05-17,24.256410598754883
2010-05-24,23.78461456298828
2010-05-31,23.78461456298828
2010-06-07,25.825641632080078
2010-06-14,28.010255813598633
2010-06-21,28.53333282470703
2010-06-28,27.77435874938965
2010-07-05,27.77435874938965
2010-07-12,30.21538543701172
2010-07-19,30.89230728149414
2010-07-26,31.117948532104492
2010-08-02,31.589744567871094
2010-08-09,31.4974365234375
2010-08-16,29.261537551879883
2010-08-23,29.702564239501953
2010-08-30,29.210256576538086
2010-09-06,29.210256576538086
2010-09-13,30.328205108642578
